TRDATE,REGION,STATE_NAME,MODE_OF_TRANSPORT,STATION_NAME,UTILITY,SECTOR,CAPACITY,NORMATIVE_STOCKS_REQUIRED_IN_DAYS,DAILY_REQUIREMENT,ACTUAL_STOCK_IMPORT,ACTUAL_STOCK_INDIGENOUS,ACTUAL_STOCK_TOTAL,ACTUAL_STOCK_DAYS,CRITICAL,SUPERCRITICAL,REMARKS
5-Feb-17,NORTHERN,DELHI,RAIL,BADARPUR TPS,NTPC LIMITED.,CENTRAL,705,30,5,0,112,112,23,NULL,NULL,NA
5-Feb-17,NORTHERN,HARYANA,RAIL,PANIPAT TPS,HARYANA POWER GENERATION CORPORATION LIMITED,STATE,920,25,8,0,302,302,39,NULL,NULL,NA
5-Feb-17,NORTHERN,HARYANA,RAIL,RAJIV GANDHI TPS,HARYANA POWER GENERATION CORPORATION LIMITED,STATE,1200,25,13,0,217,217,16,NULL,NULL,NA
5-Feb-17,NORTHERN,HARYANA,RAIL,YAMUNA NAGAR TPS,HARYANA POWER GENERATION CORPORATION LIMITED,STATE,600,25,8,0,242,242,29,NULL,NULL,NA
5-Feb-17,NORTHERN,HARYANA,RAIL,INDIRA GANDHI STPP,ARAVALI POWER COMPANY PRIVATE LIMITED,CENTRAL,1500,25,11,0,339,339,32,NULL,NULL,NA
5-Feb-17,NORTHERN,HARYANA,RAIL,MAHATMA GANDHI TPS,JHAJJAR POWER LTD.,IPP,1320,25,8,0,357,357,43,NULL,NULL,NA
5-Feb-17,NORTHERN,PUNJAB,RAIL,GH TPS (LEH.MOH.),PUNJAB STATE POWER CORP. LTD.,STATE,920,30,6,0,147,147,25,NULL,NULL,NA
5-Feb-17,NORTHERN,PUNJAB,RAIL,ROPAR TPS,PUNJAB STATE POWER CORP. LTD.,STATE,1260,25,10,0,349,349,36,NULL,NULL,NA
5-Feb-17,NORTHERN,PUNJAB,RAIL,GND TPS(BHATINDA),PUNJAB STATE POWER CORP. LTD.,STATE,440,30,3,0,31,31,10,NULL,NULL,NA
5-Feb-17,NORTHERN,PUNJAB,RAIL,RAJPURA TPP,NABHA POWER LTD.,IPP,1400,30,16,0,133,133,9,NULL,NULL,NA
5-Feb-17,NORTHERN,PUNJAB,RAIL,TALWANDI SABO TPP,Talwandi Sabo Power Limited,IPP,1980,25,16,0,66,66,4,CRITICAL,NULL,NA
5-Feb-17,NORTHERN,RAJASTHAN,RAIL,KOTA TPS,RAJASTHAN RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,1240,30,18,0,262,262,15,NULL,NULL,NA
5-Feb-17,NORTHERN,RAJASTHAN,RAIL,SURATGARH TPS,RAJASTHAN RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,1500,30,10,0,252,252,25,NULL,NULL,NA
5-Feb-17,NORTHERN,RAJASTHAN,RAIL,CHHABRA TPP,RAJASTHAN RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,3320,30,14,0,17,17,1,CRITICAL,SUPERCRITICAL,Coal Sup.for new unit yet to c
5-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,ANPARA TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,2630,15,43,0,665,665,15,NULL,NULL,NA
5-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,HARDUAGANJ TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,665,25,9,0,233,233,26,NULL,NULL,NA
5-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,PANKI TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,210,20,4,0,149,149,39,NULL,NULL,NA
5-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,PARICHHA TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,1140,30,9,0,286,286,33,NULL,NULL,NA
5-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,DADRI (NCTPP),NTPC LIMITED.,CENTRAL,1820,30,12,0,196,196,16,NULL,NULL,NA
5-Feb-17,NORTHERN,UTTAR PRADESH,PITHEAD,RIHAND STPS,NTPC LIMITED.,CENTRAL,3000,15,43,0,834,834,19,NULL,NULL,NA
5-Feb-17,NORTHERN,UTTAR PRADESH,PITHEAD,SINGRAULI STPS,NTPC LIMITED.,CENTRAL,2000,15,35,0,606,606,17,NULL,NULL,NA
5-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,TANDA TPS,NTPC LIMITED.,CENTRAL,440,25,7,0,208,208,29,NULL,NULL,NA
5-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,UNCHAHAR TPS,NTPC LIMITED.,CENTRAL,1550,25,16,0,477,477,31,NULL,NULL,NA
5-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,ROSA TPP Ph-I,ROSSA POWER SUPPLY CO. LTD.,IPP,1200,25,17,35,235,270,16,NULL,NULL,NA
5-Feb-17,NORTHERN,UTTAR PRADESH,PITHEAD,ANPARA C TPS,LANCO ANPARA POWER PVT. LTD.,IPP,1200,15,10,0,234,234,23,NULL,NULL,NA
5-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,OBRA TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,1278,20,12,0,299,299,25,NULL,NULL,NA
5-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,PRAYAGRAJ TPP,Prayagraj Power Generation Company limited,IPP,0,20,16,0,171,171,11,NULL,NULL,NA
5-Feb-17,WESTERN,CHHATTISGARH,RAIL,DSPM TPS,CHHATTISGARH STATE POWER GENERATION CO. LTD.,STATE,500,15,9,0,68,68,8,NULL,NULL,NA
5-Feb-17,WESTERN,CHHATTISGARH,PITHEAD,KORBA-II,CHHATTISGARH STATE POWER GENERATION CO. LTD.,STATE,200,15,7,0,26,26,4,CRITICAL,NULL,NA
5-Feb-17,WESTERN,CHHATTISGARH,PITHEAD,KORBA-WEST TPS,CHHATTISGARH STATE POWER GENERATION CO. LTD.,STATE,1340,15,23,0,205,205,9,NULL,NULL,NA
5-Feb-17,WESTERN,CHHATTISGARH,PITHEAD,KORBA STPS,NTPC LIMITED.,CENTRAL,2600,15,43,0,494,494,11,NULL,NULL,NA
5-Feb-17,WESTERN,CHHATTISGARH,PITHEAD,SIPAT STPS,NTPC LIMITED.,CENTRAL,2980,15,51,0,73,73,1,CRITICAL,SUPERCRITICAL,NA
5-Feb-17,WESTERN,CHHATTISGARH,RAIL,PATHADI TPP,LANCO AMARKANTAK POWER PVT. LTD.,IPP,600,15,10,0,121,121,12,NULL,NULL,NA
5-Feb-17,WESTERN,CHHATTISGARH,RAIL,BHILAI TPS,NTPC-SAIL POWER CO. PVT. LTD.,CENTRAL,500,20,7,0,136,136,20,NULL,NULL,NA
5-Feb-17,WESTERN,CHHATTISGARH,RAIL,BALCO TPS,BHARAT ALUMINIUM CO. LTD.,IPP,0,20,8,0,71,71,9,NULL,NULL,NA
5-Feb-17,WESTERN,CHHATTISGARH,RAIL,BARADARHA TPS,D.B.POWER CORP. LTD.,IPP,1200,20,17,0,129,129,8,NULL,NULL,NA
5-Feb-17,WESTERN,CHHATTISGARH,RAIL,MARWA TPS,CHHATTISGARH STATE POWER GENERATION CO. LTD.,STATE,0,20,8,0,137,137,18,NULL,NULL,NA
5-Feb-17,WESTERN,GUJARAT,RAIL,SABARMATI (C STATION),TORRENT POWER LTD,PVT,60,30,6,34,86,120,22,NULL,NULL,NA
5-Feb-17,WESTERN,GUJARAT,RAIL,SIKKA REP. TPS,GUJARAT STATE ELECTRICITY CORPORATION LIMITED,STATE,740,30,5,55,39,94,20,NULL,NULL,NA
5-Feb-17,WESTERN,GUJARAT,RAIL,GANDHI NAGAR TPS,GUJARAT STATE ELECTRICITY CORPORATION LIMITED,STATE,630,30,6,0,263,263,45,NULL,NULL,NA
5-Feb-17,WESTERN,GUJARAT,RAIL,UKAI TPS,GUJARAT STATE ELECTRICITY CORPORATION LIMITED,STATE,1350,30,10,0,285,285,29,NULL,NULL,NA
5-Feb-17,WESTERN,GUJARAT,RAIL,WANAKBORI TPS,GUJARAT STATE ELECTRICITY CORPORATION LIMITED,STATE,1470,30,11,0,433,433,39,NULL,NULL,NA
5-Feb-17,WESTERN,MADHYA PRADESH,RAIL,AMARKANTAK EXT TPS,M. P. POWER GENERATING CORPORATION LIMITED,STATE,210,15,3,0,45,45,13,NULL,NULL,NA
5-Feb-17,WESTERN,MADHYA PRADESH,RAIL,SANJAY GANDHI TPS,M. P. POWER GENERATING CORPORATION LIMITED,STATE,1340,20,19,0,140,140,7,NULL,NULL,NA
5-Feb-17,WESTERN,MADHYA PRADESH,RAIL,SATPURA TPS,M. P. POWER GENERATING CORPORATION LIMITED,STATE,1330,20,12,0,167,167,14,NULL,NULL,NA
5-Feb-17,WESTERN,MADHYA PRADESH,RAIL,SHRI SINGHAJI TPP,M. P. POWER GENERATING CORPORATION LIMITED,STATE,1200,20,10,0,183,183,18,NULL,NULL,NA
5-Feb-17,WESTERN,MADHYA PRADESH,PITHEAD,VINDHYACHAL STPS,NTPC LIMITED.,CENTRAL,4760,15,74,0,1108,1108,15,NULL,NULL,NA
5-Feb-17,WESTERN,MADHYA PRADESH,RAIL,BINA TPS,JAI PRAKASH POWER VENTURE LTD.,IPP,500,25,4,0,92,92,21,NULL,NULL,NA
5-Feb-17,WESTERN,MADHYA PRADESH,RAIL,ANUPPUR TPP,MB POWER MADHYA PRADESH LTD,IPP,1200,25,9,0,132,132,15,NULL,NULL,NA
5-Feb-17,WESTERN,MAHARASHTRA,RAIL,BHUSAWAL TPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,1420,20,19,0,206,206,11,NULL,NULL,NA
5-Feb-17,WESTERN,MAHARASHTRA,RAIL,CHANDRAPUR(MAHARASHTRA) STPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,2920,20,31,0,334,334,11,NULL,NULL,NA
5-Feb-17,WESTERN,MAHARASHTRA,RAIL,KHAPARKHEDA TPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,1340,25,21,0,175,175,8,NULL,NULL,NA
5-Feb-17,WESTERN,MAHARASHTRA,RAIL,KORADI TPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,2400,25,19,0,410,410,22,NULL,NULL,NA
5-Feb-17,WESTERN,MAHARASHTRA,RAIL,NASIK TPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,630,25,7,0,187,187,28,NULL,NULL,NA
5-Feb-17,WESTERN,MAHARASHTRA,RAIL,PARLI TPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,1170,25,12,0,209,209,17,NULL,NULL,NA
5-Feb-17,WESTERN,MAHARASHTRA,RAIL,PARAS TPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,500,25,5,0,138,138,28,NULL,NULL,NA
5-Feb-17,WESTERN,MAHARASHTRA,RAIL,TIRORA TPS,ADANI POWER LTD.,IPP,3300,20,47,0,112,112,2,CRITICAL,SUPERCRITICAL,NA
5-Feb-17,WESTERN,MAHARASHTRA,RAIL,DAHANU TPS,RELIANCE INFRASTRUCTURE LTD.,PVT,500,25,7,12,271,283,43,NULL,NULL,NA
5-Feb-17,WESTERN,MAHARASHTRA,RAIL,BUTIBORI TPP,Vidarbha Industries Power Ltd.,IPP,600,20,4,0,63,63,14,NULL,NULL,NA
5-Feb-17,WESTERN,MAHARASHTRA,RAIL,AMARAVATI TPS,RattanIndia Power Limited,IPP,1350,20,19,70,94,165,9,NULL,NULL,NA
5-Feb-17,WESTERN,MAHARASHTRA,RAIL,EMCO WARORA TPS,EMCO ENERGY LTD,IPP,600,20,9,0,50,50,6,CRITICAL,NULL,NA
5-Feb-17,WESTERN,MAHARASHTRA,RAIL,MAUDA TPS,NTPC LIMITED.,CENTRAL,2320,20,15,0,189,189,13,NULL,NULL,NA
5-Feb-17,WESTERN,MAHARASHTRA,RAIL,DHARIWAL TPP,DHARIWAL INFRASTRUCTURE PVT. LTD.,IPP,0,20,6,0,92,92,17,NULL,NULL,NA
5-Feb-17,SOUTHERN,ANDHRA PRADESH,RAIL,Dr. N.TATA RAO TPS,ANDHRA PRADESH POWER GENERATION CORP. LIMITED.,STATE,3520,20,25,0,264,264,11,NULL,NULL,NA
5-Feb-17,SOUTHERN,ANDHRA PRADESH,RAIL,RAYALASEEMA TPS,ANDHRA PRADESH POWER GENERATION CORP. LIMITED.,STATE,1050,25,16,0,183,183,12,NULL,NULL,NA
5-Feb-17,SOUTHERN,ANDHRA PRADESH,RAIL,SIMHADRI,NTPC LIMITED.,CENTRAL,2000,25,31,0,356,356,11,NULL,NULL,NA
5-Feb-17,SOUTHERN,ANDHRA PRADESH,RAIL,DAMODARAM SANJEEVAIAH TPS,ANDHRA PRADESH POWER DEVELOPMENT COMPANY,STATE,1600,20,15,112,67,178,12,NULL,NULL,NA
5-Feb-17,SOUTHERN,ANDHRA PRADESH,RAIL,VIZAG TPP,HINDUJA NATIONAL POWER CORP,IPP,0,20,14,0,0,0,0,CRITICAL,SUPERCRITICAL,NA
5-Feb-17,SOUTHERN,ANDHRA PRADESH,RAIL,PAINAMPURAM TPP,THERMAL POWERTECH CORPORATION INDIA LTD.,IPP,1320,20,23,209,107,316,14,NULL,NULL,NA
5-Feb-17,SOUTHERN,KARNATAKA,RAIL,RAICHUR TPS,KARNATAKA POWER CORPORATION LIMITED,STATE,1720,30,23,0,73,73,3,CRITICAL,SUPERCRITICAL,NA
5-Feb-17,SOUTHERN,KARNATAKA,RAIL,BELLARY TPS,KARNATAKA POWER CORPORATION LIMITED,STATE,1700,30,9,15,5,20,2,CRITICAL,SUPERCRITICAL,NA
5-Feb-17,SOUTHERN,TAMIL NADU,INTER MODAL,ENNORE TPS,TAMIL NADU GENERATION & DISTRIBUTION CORP. LTD.,STATE,340,30,6,0,6,6,1,CRITICAL,SUPERCRITICAL,NA
5-Feb-17,SOUTHERN,TAMIL NADU,INTER MODAL,METTUR TPS,TAMIL NADU GENERATION & DISTRIBUTION CORP. LTD.,STATE,1440,30,22,72,144,216,10,NULL,NULL,NA
5-Feb-17,SOUTHERN,TAMIL NADU,INTER MODAL,NORTH CHENNAI TPS,TAMIL NADU GENERATION & DISTRIBUTION CORP. LTD.,STATE,1830,30,14,72,60,133,9,NULL,NULL,NA
5-Feb-17,SOUTHERN,TAMIL NADU,INTER MODAL,TUTICORIN TPS,TAMIL NADU GENERATION & DISTRIBUTION CORP. LTD.,STATE,1050,30,10,81,114,195,19,NULL,NULL,NA
5-Feb-17,SOUTHERN,TAMIL NADU,INTER MODAL,VALLUR TPP,NTPC TAMILNADU ENERGY COMPANY LIMITED,CENTRAL,1500,30,21,20,217,237,12,NULL,NULL,NA
5-Feb-17,SOUTHERN,TAMIL NADU,RAIL,TUTICORIN (JV) TPP,NLC TAMIL NADU POWER LTD,CENTRAL,1000,20,11,359,54,412,37,NULL,NULL,NA
5-Feb-17,SOUTHERN,TELANGANA,RAIL,KOTHAGUDEM TPS,TELANGANA STATE GENCO,STATE,720,20,29,0,462,462,16,NULL,NULL,NA
5-Feb-17,SOUTHERN,TELANGANA,PITHEAD,RAMAGUNDEM STPS,NTPC LIMITED.,CENTRAL,2663,15,42,0,460,460,11,NULL,NULL,NA
5-Feb-17,SOUTHERN,TELANGANA,PITHEAD,KAKATIYA TPS,TELANGANA STATE GENCO,STATE,1100,15,14,0,58,58,4,CRITICAL,NULL,NA
5-Feb-17,EASTERN,BIHAR,RAIL,MUZAFFARPUR TPS,KANTI BIJLEE UTPADAN NIGAM LTD.,CENTRAL,610,20,3,0,11,11,3,CRITICAL,SUPERCRITICAL,NA
5-Feb-17,EASTERN,BIHAR,PITHEAD,KAHALGAON TPS,NTPC LIMITED.,CENTRAL,2340,15,39,0,323,323,8,NULL,NULL,NA
5-Feb-17,EASTERN,BIHAR,RAIL,BARH II,NTPC LIMITED.,CENTRAL,1320,20,18,0,182,182,10,NULL,NULL,NA
5-Feb-17,EASTERN,JHARKHAND,RAIL,CHANDRAPURA(DVC) TPS,DAMODAR VALLEY CORPORATION,CENTRAL,760,20,11,0,286,286,26,NULL,NULL,NA
5-Feb-17,EASTERN,JHARKHAND,RAIL,PATRATU TPS,PATRATU VIDYUT UTPADAN NIGAM LIMITED(PVUNL),CENTRAL,455,20,7,0,9,9,1,CRITICAL,SUPERCRITICAL,NA
5-Feb-17,EASTERN,JHARKHAND,ROAD,TENUGHAT TPS,TENUGHAT VIDYUT NIGAM LIMITED,STATE,420,20,4,0,226,226,64,NULL,NULL,NA
5-Feb-17,EASTERN,JHARKHAND,RAIL,BOKARO `B` TPS,DAMODAR VALLEY CORPORATION,CENTRAL,630,20,5,0,158,158,31,NULL,NULL,NA
5-Feb-17,EASTERN,JHARKHAND,RAIL,MAITHON RB TPP,MAITHON POWER LIMITED,IPP,1050,20,14,0,237,237,16,NULL,NULL,NA
5-Feb-17,EASTERN,JHARKHAND,RAIL,KODARMA TPP,DAMODAR VALLEY CORPORATION,CENTRAL,1000,20,8,0,259,259,33,NULL,NULL,NA
5-Feb-17,EASTERN,ORISSA,PITHEAD,IB VALLEY TPS,ORISSA POWER GENERATION CORPORATION LIMITED,STATE,420,15,9,0,65,65,7,NULL,NULL,NA
5-Feb-17,EASTERN,ORISSA,PITHEAD,TALCHER (OLD) TPS,NTPC LIMITED.,CENTRAL,460,15,10,0,199,199,20,NULL,NULL,NA
5-Feb-17,EASTERN,ORISSA,PITHEAD,TALCHER STPS,NTPC LIMITED.,CENTRAL,3000,15,58,0,530,530,9,NULL,NULL,NA
5-Feb-17,EASTERN,ORISSA,RAIL,KAMALANGA TPS,GMR ENERGY LIMITED,IPP,1050,20,10,0,71,71,7,NULL,NULL,NA
5-Feb-17,EASTERN,WEST BENGAL,RAIL,DURGAPUR TPS,DAMODAR VALLEY CORPORATION,CENTRAL,210,20,4,0,125,125,35,NULL,NULL,NA
5-Feb-17,EASTERN,WEST BENGAL,RAIL,MEJIA TPS,DAMODAR VALLEY CORPORATION,CENTRAL,2340,20,27,0,295,295,11,NULL,NULL,NA
5-Feb-17,EASTERN,WEST BENGAL,RAIL,BAKRESWAR TPS,WEST BENGAL POWER DEVELOPMENT CORP. LIMITED,STATE,1050,20,13,0,350,350,26,NULL,NULL,NA
5-Feb-17,EASTERN,WEST BENGAL,RAIL,BANDEL TPS,WEST BENGAL POWER DEVELOPMENT CORP. LIMITED,STATE,450,20,6,0,120,120,22,NULL,NULL,NA
5-Feb-17,EASTERN,WEST BENGAL,RAIL,D.P.L. TPS,DURGAPUR PROJECTS LIMITED,STATE,660,25,4,0,14,14,4,CRITICAL,NULL,NA
5-Feb-17,EASTERN,WEST BENGAL,RAIL,KOLAGHAT TPS,WEST BENGAL POWER DEVELOPMENT CORP. LIMITED,STATE,1260,25,12,0,224,224,18,NULL,NULL,NA
5-Feb-17,EASTERN,WEST BENGAL,RAIL,SAGARDIGHI TPS,WEST BENGAL POWER DEVELOPMENT CORP. LIMITED,STATE,1600,20,9,0,13,13,1,CRITICAL,SUPERCRITICAL,NA
5-Feb-17,EASTERN,WEST BENGAL,RAIL,SANTALDIH TPS,WEST BENGAL POWER DEVELOPMENT CORP. LIMITED,STATE,500,20,9,0,119,119,13,NULL,NULL,NA
5-Feb-17,EASTERN,WEST BENGAL,RAIL,BUDGE BUDGE TPS,CALCUTTA ELECTRIC SUPPLY CO. LTD.,PVT,750,20,11,0,208,208,19,NULL,NULL,NA
5-Feb-17,EASTERN,WEST BENGAL,RAIL,SOUTHERN REPL. TPS,CALCUTTA ELECTRIC SUPPLY CO. LTD.,PVT,135,20,2,0,44,44,20,NULL,NULL,NA
5-Feb-17,EASTERN,WEST BENGAL,RAIL,TITAGARH TPS,CALCUTTA ELECTRIC SUPPLY CO. LTD.,PVT,240,20,2,0,14,14,8,NULL,NULL,NA
5-Feb-17,EASTERN,WEST BENGAL,PITHEAD,FARAKKA STPS,NTPC LIMITED.,CENTRAL,2100,15,32,63,313,376,12,NULL,NULL,NA
5-Feb-17,EASTERN,WEST BENGAL,RAIL,DURGAPUR STEEL TPS,DAMODAR VALLEY CORPORATION,CENTRAL,1000,20,15,0,248,248,17,NULL,NULL,NA
5-Feb-17,EASTERN,WEST BENGAL,RAIL,HALDIA TPP,HALDIA ENERGY LTD.,IPP,600,20,8,54,144,198,25,NULL,NULL,NA
5-Feb-17,EASTERN,WEST BENGAL,RAIL,RAGHUNATHPUR TPP,DAMODAR VALLEY CORPORATION,CENTRAL,0,20,6,0,127,127,20,NULL,NULL,NA
5-Feb-17,NORTH EASTERN,ASSAM,RAIL,BONGAIGAON TPP,NTPC LIMITED.,CENTRAL,0,20,3,0,76,76,27,NULL,NULL,NA
6-Feb-17,NORTHERN,DELHI,RAIL,RAJGHAT TPS,INDRAPRASTHA POWER GENERATION COMPANY LIMITED,STATE,135,25,0,0,11,11,313,NULL,NULL,NA
6-Feb-17,NORTHERN,DELHI,RAIL,BADARPUR TPS,NTPC LIMITED.,CENTRAL,705,30,5,0,112,112,23,NULL,NULL,NA
6-Feb-17,NORTHERN,HARYANA,RAIL,PANIPAT TPS,HARYANA POWER GENERATION CORPORATION LIMITED,STATE,920,25,8,0,317,317,41,NULL,NULL,NA
6-Feb-17,NORTHERN,HARYANA,RAIL,RAJIV GANDHI TPS,HARYANA POWER GENERATION CORPORATION LIMITED,STATE,1200,25,13,0,215,215,16,NULL,NULL,NA
6-Feb-17,NORTHERN,HARYANA,RAIL,YAMUNA NAGAR TPS,HARYANA POWER GENERATION CORPORATION LIMITED,STATE,600,25,8,0,249,249,30,NULL,NULL,NA
6-Feb-17,NORTHERN,HARYANA,RAIL,INDIRA GANDHI STPP,ARAVALI POWER COMPANY PRIVATE LIMITED,CENTRAL,1500,25,11,0,339,339,32,NULL,NULL,NA
6-Feb-17,NORTHERN,HARYANA,RAIL,MAHATMA GANDHI TPS,JHAJJAR POWER LTD.,IPP,1320,25,8,0,357,357,43,NULL,NULL,NA
6-Feb-17,NORTHERN,PUNJAB,RAIL,GH TPS (LEH.MOH.),PUNJAB STATE POWER CORP. LTD.,STATE,920,30,6,0,154,154,26,NULL,NULL,NA
6-Feb-17,NORTHERN,PUNJAB,RAIL,ROPAR TPS,PUNJAB STATE POWER CORP. LTD.,STATE,1260,25,10,0,356,356,37,NULL,NULL,NA
6-Feb-17,NORTHERN,PUNJAB,RAIL,GND TPS(BHATINDA),PUNJAB STATE POWER CORP. LTD.,STATE,440,30,3,0,31,31,10,NULL,NULL,NA
6-Feb-17,NORTHERN,PUNJAB,RAIL,RAJPURA TPP,NABHA POWER LTD.,IPP,1400,30,16,0,128,128,8,NULL,NULL,NA
6-Feb-17,NORTHERN,PUNJAB,RAIL,TALWANDI SABO TPP,Talwandi Sabo Power Limited,IPP,1980,25,16,0,66,66,4,CRITICAL,NULL,NA
6-Feb-17,NORTHERN,RAJASTHAN,RAIL,KOTA TPS,RAJASTHAN RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,1240,30,18,0,269,269,15,NULL,NULL,NA
6-Feb-17,NORTHERN,RAJASTHAN,RAIL,SURATGARH TPS,RAJASTHAN RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,1500,30,10,0,264,264,27,NULL,NULL,NA
6-Feb-17,NORTHERN,RAJASTHAN,RAIL,CHHABRA TPP,RAJASTHAN RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,3320,30,14,0,15,15,1,CRITICAL,SUPERCRITICAL,NA
6-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,ANPARA TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,2630,15,43,0,652,652,15,NULL,NULL,NA
6-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,HARDUAGANJ TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,665,25,9,0,235,235,26,NULL,NULL,NA
6-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,PANKI TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,210,20,4,0,149,149,39,NULL,NULL,NA
6-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,PARICHHA TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,1140,30,9,0,289,289,33,NULL,NULL,NA
6-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,DADRI (NCTPP),NTPC LIMITED.,CENTRAL,1820,30,12,0,199,199,16,NULL,NULL,NA
6-Feb-17,NORTHERN,UTTAR PRADESH,PITHEAD,RIHAND STPS,NTPC LIMITED.,CENTRAL,3000,15,43,0,850,850,20,NULL,NULL,NA
6-Feb-17,NORTHERN,UTTAR PRADESH,PITHEAD,SINGRAULI STPS,NTPC LIMITED.,CENTRAL,2000,15,35,0,608,608,17,NULL,NULL,NA
6-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,TANDA TPS,NTPC LIMITED.,CENTRAL,440,25,7,0,206,206,29,NULL,NULL,NA
6-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,UNCHAHAR TPS,NTPC LIMITED.,CENTRAL,1550,25,16,0,477,477,31,NULL,NULL,NA
6-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,ROSA TPP Ph-I,ROSSA POWER SUPPLY CO. LTD.,IPP,1200,25,17,35,250,286,17,NULL,NULL,NA
6-Feb-17,NORTHERN,UTTAR PRADESH,PITHEAD,ANPARA C TPS,LANCO ANPARA POWER PVT. LTD.,IPP,1200,15,10,0,250,250,25,NULL,NULL,NA
6-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,OBRA TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,1278,20,12,0,305,305,25,NULL,NULL,NA
6-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,PRAYAGRAJ TPP,Prayagraj Power Generation Company limited,IPP,0,20,16,0,171,171,11,NULL,NULL,NA
6-Feb-17,WESTERN,CHHATTISGARH,RAIL,DSPM TPS,CHHATTISGARH STATE POWER GENERATION CO. LTD.,STATE,500,15,9,0,72,72,8,NULL,NULL,NA
6-Feb-17,WESTERN,CHHATTISGARH,PITHEAD,KORBA-II,CHHATTISGARH STATE POWER GENERATION CO. LTD.,STATE,200,15,7,0,26,26,4,CRITICAL,NULL,NA
6-Feb-17,WESTERN,CHHATTISGARH,PITHEAD,KORBA-WEST TPS,CHHATTISGARH STATE POWER GENERATION CO. LTD.,STATE,1340,15,23,0,209,209,9,NULL,NULL,NA
6-Feb-17,WESTERN,CHHATTISGARH,PITHEAD,KORBA STPS,NTPC LIMITED.,CENTRAL,2600,15,43,0,487,487,11,NULL,NULL,NA
6-Feb-17,WESTERN,CHHATTISGARH,PITHEAD,SIPAT STPS,NTPC LIMITED.,CENTRAL,2980,15,51,0,73,73,1,CRITICAL,SUPERCRITICAL,NA
6-Feb-17,WESTERN,CHHATTISGARH,RAIL,PATHADI TPP,LANCO AMARKANTAK POWER PVT. LTD.,IPP,600,15,10,0,125,125,13,NULL,NULL,NA
6-Feb-17,WESTERN,CHHATTISGARH,RAIL,BHILAI TPS,NTPC-SAIL POWER CO. PVT. LTD.,CENTRAL,500,20,7,0,137,137,21,NULL,NULL,NA
6-Feb-17,WESTERN,CHHATTISGARH,RAIL,BALCO TPS,BHARAT ALUMINIUM CO. LTD.,IPP,0,20,8,0,70,70,9,NULL,NULL,NA
6-Feb-17,WESTERN,CHHATTISGARH,RAIL,MARWA TPS,CHHATTISGARH STATE POWER GENERATION CO. LTD.,STATE,0,20,8,0,126,126,16,NULL,NULL,NA
